         297
           2
"Date",-999.990
"PWTHEAD_19890814_L1.IDF",-999.990
19890114,-0.68151
19890128,-0.74905
19890210,-0.74636
19890211,-0.75328
19890212,-0.75448
19890214,-0.63933
19890228,-0.64026
19890314,-0.63547
19890328,-0.60962
19890414,-0.55082
19890428,-0.73460
19890514,-0.84301
19890528,-0.89198
19890614,-0.81511
19890628,-0.90451
19890714,-0.91171
19890728,-0.94163
19890814,-0.86019
19890828,-0.85635
19890914,-0.86669
19890928,-0.90475
19891014,-0.69448
19891028,-0.67932
19891114,-0.69925
19891128,-0.71344
19891214,-0.60734
19891228,-0.57944
19900114,-0.70800
19900128,-0.49279
19900214,-0.34122
19900228,-0.65074
19900314,-0.72567
19900328,-0.73929
19900414,-0.83285
19900428,-0.79345
19900514,-0.79273
19900528,-0.86973
19900614,-0.78468
19900628,-0.83504
19900714,-0.78043
19900728,-0.87756
19900814,-0.92750
19900828,-0.78781
19900914,-0.69277
19900928,-0.48356
19901014,-0.71216
19901028,-0.80426
19901114,-0.44147
19901128,-0.45997
19901214,-0.62290
19901228,-0.55034
19910114,-0.52148
19910128,-0.72077
19910214,-0.76746
19910228,-0.72786
19910314,-0.74925
19910328,-0.79382
19910414,-0.84761
19910428,-0.87402
19910514,-0.88462
19910528,-0.90452
19910614,-0.91904
19910628,-0.39526
19910714,-0.80982
19910728,-0.86658
19910814,-0.91217
19910828,-0.93830
19910914,-0.95883
19910928,-0.70360
19911014,-0.57540
19911028,-0.70971
19911114,-0.42975
19911128,-0.65975
19911214,-0.76118
19911228,-0.63531
19920114,-0.66588
19920128,-0.74756
19920214,-0.71261
19920228,-0.74266
19920314,-0.43298
19920328,-0.61946
19920414,-0.79424
19920428,-0.74954
19920514,-0.70161
19920528,-0.83318
19920614,-0.73000
19920628,-0.85443
19920714,-0.79074
19920728,-0.89068
19920814,-0.73750
19920828,-0.73273
19920914,-0.76428
19920928,-0.84113
19921014,-0.93395
19921028,-0.44492
19921114,-0.39405
19921128,-0.27983
19921214,-0.54736
19921228,-0.72334
19930114,-0.55805
19930128,-0.61904
19930214,-0.73632
19930228,-0.68179
19930314,-0.79443
19930328,-0.87491
19930414,-0.87247
19930428,-0.88246
19930514,-0.91664
19930528,-0.92454
19930614,-0.92810
19930628,-0.95226
19930714,-0.96798
19930728,-0.60914
19930814,-0.55977
19930828,-0.73656
19930914,-0.54757
19930928,-0.27073
19931014,-0.52670
19931028,-0.69160
19931114,-0.40191
19931128,-0.72032
19931214,-0.38241
19931228,-0.53084
19940114,-0.53973
19940128,-0.40260
19940214,-0.71416
19940228,-0.63939
19940314,-0.58685
19940328,-0.62110
19940414,-0.67925
19940428,-0.76668
19940514,-0.83683
19940528,-0.73093
19940614,-0.83354
19940628,-0.87926
19940714,-0.75137
19940728,-0.86479
19940814,-0.84607
19940828,-0.89560
19940914,-0.65069
19940928,-0.65131
19941014,-0.74422
19941028,-0.43832
19941114,-0.52384
19941128,-0.66848
19941214,-0.52732
19941228,-0.37522
19950114,-0.55707
